snappt_property_id_c,reverse_etl_id_c,name,fraud_detection_enabled_c,fraud_detection_start_date_c,fraud_detection_updated_date_c,income_verification_enabled_c,income_verification_start_date_c,income_verification_updated_date_c,id_verification_enabled_c,id_verification_start_date_c,id_verification_updated_date_c,idv_only_enabled_c,idv_only_start_date_c,idv_only_updated_date_c,connected_payroll_enabled_c,connected_payroll_start_date_c,connected_payroll_updated_date_c,bank_linking_enabled_c,bank_linking_start_date_c,bank_linking_updated_date_c,verification_of_rent_enabled_c,vor_start_date_c,vor_updated_date_c
20acc10e-f067-4cf7-af42-8590722114b1,20acc10e-f067-4cf7-af42-8590722114b1,1614 Ruxton Ave 783761,True,2025-10-08 07:44:11,,True,2025-10-08 07:44:12,2025-10-08 07:44:12,False,,,False,,,False,,,False,,,False,,
0643ed6c-7ca8-47ce-a2bb-800ef868a30f,0643ed6c-7ca8-47ce-a2bb-800ef868a30f,1615 MARTIN AVE 798986,True,2025-11-07 04:12:56,,True,2025-11-07 04:12:56,2025-11-07 04:12:56,False,,,False,,,False,,,False,,,False,,
b6a0930c-299a-4bd7-ba85-201671115dac,b6a0930c-299a-4bd7-ba85-201671115dac,1620 Sycamore St. 468447,True,2025-11-03 16:34:54,,True,2025-11-03 16:34:54,2025-11-03 16:34:54,False,,,False,,,False,,,False,,,False,,
dbf802cc-3f46-4448-b9e2-fe456c9b826c,dbf802cc-3f46-4448-b9e2-fe456c9b826c,1627 Grove Dr 466729,True,2025-10-30 17:58:51,,True,2025-10-30 17:58:52,2025-10-30 17:58:52,False,,,False,,,False,,,False,,,False,,
ad979f7f-c046-457b-8373-225da05b5c83,ad979f7f-c046-457b-8373-225da05b5c83,162c 801818,False,,,False,,,False,,,False,,,False,,,False,,,False,,
d06e41eb-140c-4ec5-976b-6a44e98370c4,d06e41eb-140c-4ec5-976b-6a44e98370c4,1631 W Market St 585953,True,2025-10-15 14:32:02,,True,2025-10-15 14:32:03,2025-10-15 14:32:03,False,,,False,,,False,,,False,,,False,,
ea4b8ff4-1c1e-4e83-a5bd-d9e1e39b663f,ea4b8ff4-1c1e-4e83-a5bd-d9e1e39b663f,1639 2nd St 411337,True,2025-09-30 23:18:03,,True,2025-09-30 23:18:04,2025-09-30 23:18:04,False,,,False,,,False,,,False,,,False,,
1242fa33-4230-43ae-9613-cbcab35e62d6,1242fa33-4230-43ae-9613-cbcab35e62d6,1642 N Broad St 368238,True,2025-11-14 02:35:14,,True,2025-11-14 02:35:15,2025-11-14 02:35:15,False,,,False,,,False,,,False,,,False,,
2d18c7a8-bf18-4909-9b95-8aab87aad5f8,2d18c7a8-bf18-4909-9b95-8aab87aad5f8,"167 Utica Ave, Brooklyn, NY, 11213, US 531585",True,2025-10-27 00:51:44,,True,2025-10-27 00:51:44,2025-10-27 00:51:44,False,,,False,,,False,,,False,,,False,,
ecce8d3c-b007-4a45-a76f-e287cbc8c6c6,ecce8d3c-b007-4a45-a76f-e287cbc8c6c6,1670 3rd St. 445998,True,2025-11-10 22:28:41,,True,2025-11-10 22:28:41,2025-11-10 22:28:41,False,,,False,,,False,,,False,,,False,,
