snappt_property_id_c,reverse_etl_id_c,name,fraud_detection_enabled_c,fraud_detection_start_date_c,fraud_detection_updated_date_c,income_verification_enabled_c,income_verification_start_date_c,income_verification_updated_date_c,id_verification_enabled_c,id_verification_start_date_c,id_verification_updated_date_c,idv_only_enabled_c,idv_only_start_date_c,idv_only_updated_date_c,connected_payroll_enabled_c,connected_payroll_start_date_c,connected_payroll_updated_date_c,bank_linking_enabled_c,bank_linking_start_date_c,bank_linking_updated_date_c,verification_of_rent_enabled_c,vor_start_date_c,vor_updated_date_c
c17fbf0d-10f8-4555-8c76-5f0014987fec,c17fbf0d-10f8-4555-8c76-5f0014987fec,Riverside Apt. - House cced7698-b7df-457f-b190-1b15c602dac6,True,2025-09-17 20:07:21,,True,2025-09-17 20:07:21,2025-09-17 20:07:21,False,,,False,,,False,,,False,,,False,,
c573e8b5-fe76-4f9d-9e4c-46fac8109860,c573e8b5-fe76-4f9d-9e4c-46fac8109860,Riverside on the Delaware 490417,True,2025-10-01 02:49:13,,True,2025-10-01 02:49:13,2025-10-01 02:49:13,False,,,False,,,False,,,False,,,False,,
7c56db47-02c3-4d79-9952-ff48446bbb04,7c56db47-02c3-4d79-9952-ff48446bbb04,Roanoke St 759398,True,2025-10-18 19:40:51,,True,2025-10-18 19:40:51,2025-10-18 19:40:51,False,,,False,,,False,,,False,,,False,,
b672ab15-9ef6-435e-817c-bbec3c0cfcc6,b672ab15-9ef6-435e-817c-bbec3c0cfcc6,Robbie Apartments 140099,True,2025-10-17 21:08:13,,True,2025-10-17 21:08:13,2025-10-17 21:08:13,False,,,False,,,False,,,False,,,False,,
fd70590d-6616-4e0a-8115-6a16bcecc087,fd70590d-6616-4e0a-8115-6a16bcecc087,Rodneys House in Alice 725360,True,2025-10-15 18:27:35,,True,2025-10-15 18:27:35,2025-10-15 18:27:35,False,,,False,,,False,,,False,,,False,,
5268de27-ec16-4cfb-9e97-e35ee8b13b3a,5268de27-ec16-4cfb-9e97-e35ee8b13b3a,Roost 49377,True,2025-10-13 18:59:24,,True,2025-10-13 18:59:24,2025-10-13 18:59:24,False,,,False,,,False,,,False,,,False,,
f12ba367-b907-4d42-90c7-615b461fe360,f12ba367-b907-4d42-90c7-615b461fe360,Rosso 554360e2-8764-4595-aae8-90376b266581,True,2025-09-14 13:54:46,,True,2025-09-14 13:54:46,2025-09-14 13:54:46,False,,,False,,,False,,,False,,,False,,
921ea6be-a422-4fa6-bbd1-92831543fbd9,921ea6be-a422-4fa6-bbd1-92831543fbd9,Roy West Duplex 785451,True,2025-09-23 20:00:34,,True,2025-09-23 20:00:34,2025-09-23 20:00:34,False,,,False,,,False,,,False,,,False,,
6fb2bbf2-4c3e-457b-9bb5-076fbe62ef5f,6fb2bbf2-4c3e-457b-9bb5-076fbe62ef5f,Royal 768760,True,2025-11-17 06:02:29,,True,2025-11-17 06:02:30,2025-11-17 06:02:30,False,,,False,,,False,,,False,,,False,,
24a8746f-9053-474b-8eba-ab8a6c7ce130,24a8746f-9053-474b-8eba-ab8a6c7ce130,Royalties 788067,True,2025-09-18 22:30:33,,True,2025-09-18 22:30:33,2025-09-18 22:30:33,False,,,False,,,False,,,False,,,False,,
d323fcee-6497-4d5a-a5d5-83466547365b,d323fcee-6497-4d5a-a5d5-83466547365b,Royalton at Prosper,True,2025-09-16 13:22:58,,True,2025-09-16 13:22:58,2025-09-16 13:22:58,True,,,False,,2025-09-16 13:22:58,True,2025-09-16 13:22:58,2025-09-16 13:22:58,False,,2025-09-16 13:22:58,False,,
13e4eda3-7551-40c2-ba4d-0f01e39694a7,13e4eda3-7551-40c2-ba4d-0f01e39694a7,Runway Properties - 836 Madison Ave 797408,True,2025-10-31 13:36:15,,True,2025-10-31 13:36:15,2025-10-31 13:36:15,False,,,False,,,False,,,False,,,False,,
b341fb63-708e-4513-bd23-f72ad30e0fe2,b341fb63-708e-4513-bd23-f72ad30e0fe2,Rutledge Pike Apts 298126,True,2025-09-30 02:14:52,,True,2025-09-30 02:14:52,2025-09-30 02:14:52,False,,,False,,,False,,,False,,,False,,
650ef257-aa9c-4df4-8ada-9a20c45b5932,650ef257-aa9c-4df4-8ada-9a20c45b5932,SBA 790142,True,2025-10-20 15:51:49,,True,2025-10-20 15:51:49,2025-10-20 15:51:49,False,,,False,,,False,,,False,,,False,,
