snappt_property_id_c,reverse_etl_id_c,name,fraud_detection_enabled_c,fraud_detection_start_date_c,fraud_detection_updated_date_c,income_verification_enabled_c,income_verification_start_date_c,income_verification_updated_date_c,id_verification_enabled_c,id_verification_start_date_c,id_verification_updated_date_c,idv_only_enabled_c,idv_only_start_date_c,idv_only_updated_date_c,connected_payroll_enabled_c,connected_payroll_start_date_c,connected_payroll_updated_date_c,bank_linking_enabled_c,bank_linking_start_date_c,bank_linking_updated_date_c,verification_of_rent_enabled_c,vor_start_date_c,vor_updated_date_c
33d41975-ee33-49ef-9fdd-cd041a3030b4,33d41975-ee33-49ef-9fdd-cd041a3030b4,61 Thorp 741450,True,2025-11-11 21:20:43,,True,2025-11-11 21:20:43,2025-11-11 21:20:43,False,,,False,,,False,,,False,,,False,,
fbb85f5f-82b3-4c1f-9344-0c7fdd56f2ed,fbb85f5f-82b3-4c1f-9344-0c7fdd56f2ed,610 N Absaroka St 334701,True,2025-10-11 19:19:04,,True,2025-10-11 19:19:04,2025-10-11 19:19:04,False,,,False,,,False,,,False,,,False,,
d451ffc8-43b8-4928-a709-afd3a0b799b8,d451ffc8-43b8-4928-a709-afd3a0b799b8,614 N. Absaroka 334703,True,2025-10-07 23:04:36,,True,2025-10-07 23:04:36,2025-10-07 23:04:36,False,,,False,,,False,,,False,,,False,,
2858bd97-ca87-4f20-8973-5a400cd5e9cb,2858bd97-ca87-4f20-8973-5a400cd5e9cb,616 N College Dr 326085,True,2025-10-07 20:58:50,,True,2025-10-07 20:58:51,2025-10-07 20:58:51,False,,,False,,,False,,,False,,,False,,
47326e6c-3fb0-480a-b923-0dc8025dd99e,47326e6c-3fb0-480a-b923-0dc8025dd99e,620 N College Dr 982b8b35-0b86-4434-a452-325c44769b56,True,2025-09-15 21:32:04,,True,2025-09-15 21:32:04,2025-09-15 21:32:04,False,,,False,,,False,,,False,,,False,,
0771ed6d-c0a3-4f40-928d-277dd9e20469,0771ed6d-c0a3-4f40-928d-277dd9e20469,622 Crestbrook 366910,True,2025-10-07 21:57:40,,True,2025-10-07 21:57:41,2025-10-07 21:57:41,False,,,False,,,False,,,False,,,False,,
802a99fa-1921-4e55-9617-7bf116553156,802a99fa-1921-4e55-9617-7bf116553156,622 Martha Dr 536f736f-189c-4f4c-9815-afba43e4bc3a,True,2025-09-15 14:04:51,,True,2025-09-15 14:04:51,2025-09-15 14:04:51,False,,,False,,,False,,,False,,,False,,
b30a6e26-959b-4a27-ab39-27de32dfa596,b30a6e26-959b-4a27-ab39-27de32dfa596,629-631 Clay Street c4d6cba8-1426-4a4d-b9cd-636d043c2158,True,2025-09-16 20:35:00,,True,2025-09-16 20:35:00,2025-09-16 20:35:00,False,,,False,,,False,,,False,,,False,,
bdf529c7-d011-4bc2-ba4b-b5c83471ec8d,bdf529c7-d011-4bc2-ba4b-b5c83471ec8d,63 Farm View Cir 438243,True,2025-11-07 03:28:19,,True,2025-11-07 03:28:20,2025-11-07 03:28:20,False,,,False,,,False,,,False,,,False,,
037bda15-262f-41fc-88b2-90d557f5aa0e,037bda15-262f-41fc-88b2-90d557f5aa0e,630 12 Crawford 458002,True,2025-11-02 18:19:10,,True,2025-11-02 18:19:11,2025-11-02 18:19:11,False,,,False,,,False,,,False,,,False,,
3e595684-e03c-437d-bac1-ff60320ec972,3e595684-e03c-437d-bac1-ff60320ec972,6324 East Miami 308715,True,2025-09-30 20:26:30,,True,2025-09-30 20:26:33,2025-09-30 20:26:33,False,,,False,,,False,,,False,,,False,,
36ffebd5-2c59-429c-99cf-d26c746fc6f9,36ffebd5-2c59-429c-99cf-d26c746fc6f9,"638 Altamonte Dr, Lake Wylie, SC, 29710, US 794152",True,2025-10-16 07:07:03,,True,2025-10-16 07:07:03,2025-10-16 07:07:03,False,,,False,,,False,,,False,,,False,,
9824f1ce-319d-4110-94e5-51d1f2c562be,9824f1ce-319d-4110-94e5-51d1f2c562be,6396 Fairview 385877,True,2025-09-25 12:58:31,,True,2025-09-25 12:58:31,2025-09-25 12:58:31,False,,,False,,,False,,,False,,,False,,
32f96407-e6ff-4fab-8b69-be70f60a3eb4,32f96407-e6ff-4fab-8b69-be70f60a3eb4,6408 40th Fife 165922,False,,,False,,,False,,,False,,,False,,,False,,,False,,
2ecb196b-c3e8-4a51-89f4-c72b3c68c499,2ecb196b-c3e8-4a51-89f4-c72b3c68c499,643 E 300 S,True,2025-10-11 00:17:05,,False,,,False,,,False,,,False,,,False,,,False,,
09d22572-a7d0-4e1b-96ee-547c1c5c4c91,09d22572-a7d0-4e1b-96ee-547c1c5c4c91,645 W College 379277,True,2025-10-01 23:42:05,,True,2025-10-01 23:42:05,2025-10-01 23:42:05,False,,,False,,,False,,,False,,,False,,
4ec5b0ae-7c0f-4b95-a33b-b7479283134c,4ec5b0ae-7c0f-4b95-a33b-b7479283134c,646 S HAWLEY RD 784167,True,2025-10-17 18:12:55,,True,2025-10-17 18:12:56,2025-10-17 18:12:56,False,,,False,,,False,,,False,,,False,,
b08b4f17-a994-4793-b910-4483b70cb180,b08b4f17-a994-4793-b910-4483b70cb180,648 N Main St 790198,True,2025-10-25 19:25:46,,True,2025-10-25 19:25:47,2025-10-25 19:25:47,False,,,False,,,False,,,False,,,False,,
ef0a140e-aa28-44a8-8b1b-a1e143720d62,ef0a140e-aa28-44a8-8b1b-a1e143720d62,"6511 San Juan Ave, Building 4 749705",True,2025-10-01 15:42:35,,True,2025-10-01 15:42:36,2025-10-01 15:42:36,False,,,False,,,False,,,False,,,False,,
6965c69c-6996-4e5a-91c3-ad663e42e3ec,6965c69c-6996-4e5a-91c3-ad663e42e3ec,653 S 85 E Brand New 3 Bed 2.5 Bath Townhome 743044,True,2025-10-25 16:05:27,,True,2025-10-25 16:05:27,2025-10-25 16:05:27,False,,,False,,,False,,,False,,,False,,
89a79a1d-7f92-43b3-a2e1-1246a44340b4,89a79a1d-7f92-43b3-a2e1-1246a44340b4,6649 Osceola St 81ddf613-04fe-444f-9ccd-67f79057d7af,True,2025-09-13 21:22:57,,True,2025-09-13 21:22:57,2025-09-13 21:22:57,False,,,False,,,False,,,False,,,False,,
bb919ff7-e312-4d98-81af-140ebe718379,bb919ff7-e312-4d98-81af-140ebe718379,668 Montrose 478349,True,2025-10-30 22:01:46,,True,2025-10-30 22:01:46,2025-10-30 22:01:46,False,,,False,,,False,,,False,,,False,,
cd72e5b7-ebe3-4101-a49e-40722dbd8a2a,cd72e5b7-ebe3-4101-a49e-40722dbd8a2a,670 Old Baptist Rd 365064,False,,,False,,,False,,,False,,,False,,,False,,,False,,
cd1c59bd-5990-40b2-942b-a0009fc081cc,cd1c59bd-5990-40b2-942b-a0009fc081cc,6702 Tulip st 790761,True,2025-10-02 18:07:43,,True,2025-10-02 18:07:43,2025-10-02 18:07:43,False,,,False,,,False,,,False,,,False,,
019d034b-cf56-4f46-8407-20f0340ddf39,019d034b-cf56-4f46-8407-20f0340ddf39,"680 Jefferson Ave, Buffalo, NY, 14204, US 800401",True,2025-11-13 11:31:15,,True,2025-11-13 11:31:15,2025-11-13 11:31:15,False,,,False,,,False,,,False,,,False,,
93e65d9f-82af-4e11-99eb-9241ce09cb0e,93e65d9f-82af-4e11-99eb-9241ce09cb0e,681 E. BURNSVILLE PARKWAY 457758,True,2025-11-12 15:48:44,,True,2025-11-12 15:48:44,2025-11-12 15:48:44,False,,,False,,,False,,,False,,,False,,
840e428b-e766-4fb7-bbb9-d3603acb058f,840e428b-e766-4fb7-bbb9-d3603acb058f,688 Inglewood Dr 289480,True,2025-11-06 20:40:00,,True,2025-11-06 20:40:00,2025-11-06 20:40:00,False,,,False,,,False,,,False,,,False,,
