snappt_property_id_c,reverse_etl_id_c,name,fraud_detection_enabled_c,fraud_detection_start_date_c,fraud_detection_updated_date_c,income_verification_enabled_c,income_verification_start_date_c,income_verification_updated_date_c,id_verification_enabled_c,id_verification_start_date_c,id_verification_updated_date_c,idv_only_enabled_c,idv_only_start_date_c,idv_only_updated_date_c,connected_payroll_enabled_c,connected_payroll_start_date_c,connected_payroll_updated_date_c,bank_linking_enabled_c,bank_linking_start_date_c,bank_linking_updated_date_c,verification_of_rent_enabled_c,vor_start_date_c,vor_updated_date_c
16f2fe3f-0886-4082-9099-95177bf50f04,16f2fe3f-0886-4082-9099-95177bf50f04,Osseo Home 594471,True,2025-10-27 20:39:17,,True,2025-10-27 20:39:18,2025-10-27 20:39:18,False,,,False,,,False,,,False,,,False,,
ea9cc01e-55b7-4782-826a-05158ea92cae,ea9cc01e-55b7-4782-826a-05158ea92cae,Oswego Ave 713881,True,2025-10-01 01:18:09,,True,2025-10-01 01:18:09,2025-10-01 01:18:09,False,,,False,,,False,,,False,,,False,,
09bb6bbc-afd7-443d-a99f-0f951d273b43,09bb6bbc-afd7-443d-a99f-0f951d273b43,Ottoville 236 722351,True,2025-10-03 13:33:29,,True,2025-10-03 13:33:29,2025-10-03 13:33:29,False,,,False,,,False,,,False,,,False,,
23880c4b-e8bb-47b2-bf4a-eaee5043e499,23880c4b-e8bb-47b2-bf4a-eaee5043e499,Overlook at lakemont 800342,True,2025-11-13 00:35:34,,True,2025-11-13 00:35:34,2025-11-13 00:35:34,False,,,False,,,False,,,False,,,False,,
1d03bd8d-b02a-4023-a17a-fb0207f932df,1d03bd8d-b02a-4023-a17a-fb0207f932df,Owasso CulDeSac 347347,True,2025-11-04 20:09:55,,True,2025-11-04 20:09:55,2025-11-04 20:09:55,False,,,False,,,False,,,False,,,False,,
bb3ecd64-b27f-4737-b8fa-58c19fcf3271,bb3ecd64-b27f-4737-b8fa-58c19fcf3271,Palisades Hunters Creek,True,2025-09-12 22:04:25,,True,2025-09-12 22:04:25,2025-09-12 22:04:25,True,,,False,,2025-09-12 22:04:25,True,2025-09-12 22:04:25,2025-09-12 22:04:25,True,2025-10-27 15:08:21,2025-10-27 15:08:21,False,,
0571a8b7-a701-40af-83c9-a5039683364f,0571a8b7-a701-40af-83c9-a5039683364f,Palisades Rice Hope,True,2025-09-12 21:31:54,,True,2025-09-12 21:31:54,2025-09-12 21:31:54,True,,,False,,2025-09-12 21:31:54,True,2025-09-12 21:31:54,2025-09-12 21:31:54,True,2025-10-27 15:08:17,2025-10-27 15:08:17,False,,
c55be2d4-86e5-4a16-af38-186c8549fb68,c55be2d4-86e5-4a16-af38-186c8549fb68,Parco Apartments 470018,True,2025-09-21 18:36:52,,True,2025-09-21 18:36:52,2025-09-21 18:36:52,False,,,False,,,False,,,False,,,False,,
3b47cd55-1529-4f1d-bc56-ba0727fb00e6,3b47cd55-1529-4f1d-bc56-ba0727fb00e6,Park St Apartments 305146,True,2025-10-06 21:36:43,,True,2025-10-06 21:36:43,2025-10-06 21:36:43,False,,,False,,,False,,,False,,,False,,
0f7a23c7-0df0-4d08-9e58-0cb02254bc3e,0f7a23c7-0df0-4d08-9e58-0cb02254bc3e,Parkview Apartments 617380,True,2025-10-10 15:18:07,,True,2025-10-10 15:18:07,2025-10-10 15:18:07,False,,,False,,,False,,,False,,,False,,
b0614109-62bf-4616-a354-083edc4f51a9,b0614109-62bf-4616-a354-083edc4f51a9,Parkview Apartments a9f3c0b1-eb20-49f4-b4be-6f557d476382,True,2025-09-16 06:46:31,,True,2025-09-16 06:46:32,2025-09-16 06:46:32,False,,,False,,,False,,,False,,,False,,
eb53e335-efc9-4d72-84fc-77366543ee1a,eb53e335-efc9-4d72-84fc-77366543ee1a,Parkwood Apartments 518e12af-1b93-4cae-8dea-f303dea772de,True,2025-09-15 12:16:09,,True,2025-09-15 12:16:09,2025-09-15 12:16:09,False,,,False,,,False,,,False,,,False,,
918f3c66-9653-4477-a66f-19d87ec6ec95,918f3c66-9653-4477-a66f-19d87ec6ec95,Pataskala Mobile Home Park 8f6c8f95-9b07-4833-a289-06c16bbce3f4,True,2025-09-15 16:39:48,,True,2025-09-15 16:39:48,2025-09-15 16:39:48,False,,,False,,,False,,,False,,,False,,
54ae87fa-e37f-4892-9b3c-7c06c7580409,54ae87fa-e37f-4892-9b3c-7c06c7580409,Patton Place Apartments 718101,True,2025-09-28 11:59:01,,True,2025-09-28 11:59:03,2025-09-28 11:59:03,False,,,False,,,False,,,False,,,False,,
8b395112-24e8-4a4e-8b3d-5b29448a9448,8b395112-24e8-4a4e-8b3d-5b29448a9448,Peachwood - PCHW,True,2025-10-30 15:10:36,,False,,,False,,,False,,,False,,,False,,,False,,
eb5d5acd-f6a5-40f7-a3fa-ea7f93d23600,eb5d5acd-f6a5-40f7-a3fa-ea7f93d23600,Penn Ave 77234,True,2025-09-30 15:40:50,,True,2025-09-30 15:40:51,2025-09-30 15:40:51,False,,,False,,,False,,,False,,,False,,
b02fe992-50f3-4c8e-86ef-4c1f4d8ad79d,b02fe992-50f3-4c8e-86ef-4c1f4d8ad79d,Pennsylvania Home 243802,True,2025-09-22 19:48:23,,True,2025-09-22 19:48:23,2025-09-22 19:48:23,False,,,False,,,False,,,False,,,False,,
63efca2d-cd8b-4ebe-9486-4fb0694ad6dd,63efca2d-cd8b-4ebe-9486-4fb0694ad6dd,Perfect Family Home 613282,True,2025-11-15 21:14:02,,True,2025-11-15 21:14:03,2025-11-15 21:14:03,False,,,False,,,False,,,False,,,False,,
ddde9f4b-7c1f-4890-9215-610b3b10f262,ddde9f4b-7c1f-4890-9215-610b3b10f262,Perry 24b5cd07-e0ee-4835-8edb-6e2e53b32e4b,True,2025-09-09 18:51:24,,True,2025-09-09 18:51:24,2025-09-09 18:51:24,False,,,False,,,False,,,False,,,False,,
