snappt_property_id_c,reverse_etl_id_c,name,fraud_detection_enabled_c,fraud_detection_start_date_c,fraud_detection_updated_date_c,income_verification_enabled_c,income_verification_start_date_c,income_verification_updated_date_c,id_verification_enabled_c,id_verification_start_date_c,id_verification_updated_date_c,idv_only_enabled_c,idv_only_start_date_c,idv_only_updated_date_c,connected_payroll_enabled_c,connected_payroll_start_date_c,connected_payroll_updated_date_c,bank_linking_enabled_c,bank_linking_start_date_c,bank_linking_updated_date_c,verification_of_rent_enabled_c,vor_start_date_c,vor_updated_date_c
ca586ea5-53dd-4d3c-9cd4-2e17988c52bd,ca586ea5-53dd-4d3c-9cd4-2e17988c52bd,West Mt Airy 74283,True,2025-10-18 23:18:45,,True,2025-10-18 23:18:45,2025-10-18 23:18:45,False,,,False,,,False,,,False,,,False,,
2e11ef78-e14f-4762-ae2b-c00e73a82cf4,2e11ef78-e14f-4762-ae2b-c00e73a82cf4,Whispering Way 350459,True,2025-10-22 03:36:17,,True,2025-10-22 03:36:18,2025-10-22 03:36:18,False,,,False,,,False,,,False,,,False,,
3e8b3337-fb3e-4bd5-a314-fcaf124e2004,3e8b3337-fb3e-4bd5-a314-fcaf124e2004,Wild Daisy LLC 696790,True,2025-10-18 22:31:35,,True,2025-10-18 22:31:35,2025-10-18 22:31:35,False,,,False,,,False,,,False,,,False,,
847a38dc-0fe4-40dc-b85e-ea04d078fc11,847a38dc-0fe4-40dc-b85e-ea04d078fc11,Willow Bend Way 50626,True,2025-10-18 17:06:41,,True,2025-10-18 17:06:42,2025-10-18 17:06:42,False,,,False,,,False,,,False,,,False,,
0f06c03f-830d-420b-9ad0-4ef4cf03a2fe,0f06c03f-830d-420b-9ad0-4ef4cf03a2fe,WoodCreek Apartments 31682,True,2025-10-08 17:10:51,,True,2025-10-08 17:10:51,2025-10-08 17:10:51,False,,,False,,,False,,,False,,,False,,
deea1328-e48b-46b0-9cf0-2eaf9ba7b8bd,deea1328-e48b-46b0-9cf0-2eaf9ba7b8bd,Woodbury b9283a49-9012-4e2d-8491-8d64e2a7fef6,True,2025-09-13 19:25:03,,True,2025-09-13 19:25:04,2025-09-13 19:25:04,False,,,False,,,False,,,False,,,False,,
a7713eef-91b1-453e-ab19-7020d1d8d123,a7713eef-91b1-453e-ab19-7020d1d8d123,Woodridge Apartments 1001 3f02e4f8-0d86-49e7-b970-768e8e7c79f8,True,2025-09-16 20:34:07,,True,2025-09-16 20:34:07,2025-09-16 20:34:07,False,,,False,,,False,,,False,,,False,,
fb71efe6-a6a9-4b99-899f-404c3645fad8,fb71efe6-a6a9-4b99-899f-404c3645fad8,Woodridge Apartments- 1003 752508,True,2025-11-03 14:02:10,,True,2025-11-03 14:02:11,2025-11-03 14:02:11,False,,,False,,,False,,,False,,,False,,
46822ffb-5b30-44f3-8414-262962de9b8c,46822ffb-5b30-44f3-8414-262962de9b8c,Woodsprings 795645,True,2025-10-22 16:20:39,,True,2025-10-22 16:20:40,2025-10-22 16:20:40,False,,,False,,,False,,,False,,,False,,
aa64723b-1c58-4fd8-bb15-d82ae68d8a79,aa64723b-1c58-4fd8-bb15-d82ae68d8a79,Wroxham 795110,True,2025-10-21 15:27:03,,True,2025-10-21 15:27:04,2025-10-21 15:27:04,False,,,False,,,False,,,False,,,False,,
9eaf3849-f562-4310-a254-577dab4ddabd,9eaf3849-f562-4310-a254-577dab4ddabd,Xjdj 799243,True,2025-11-08 01:48:54,,True,2025-11-08 01:48:55,2025-11-08 01:48:55,False,,,False,,,False,,,False,,,False,,
50d3174c-9516-408c-becc-f46e9598d613,50d3174c-9516-408c-becc-f46e9598d613,Yellow Curzon 5564,True,2025-10-31 02:56:50,,True,2025-10-31 02:56:50,2025-10-31 02:56:50,False,,,False,,,False,,,False,,,False,,
89fc6fde-eb76-400e-9bab-a340a4dde1c9,89fc6fde-eb76-400e-9bab-a340a4dde1c9,YorkTown Gardens 106049,False,,,False,,,False,,,False,,,False,,,False,,,False,,
4fde99f2-608c-4a01-8c75-b723b164c870,4fde99f2-608c-4a01-8c75-b723b164c870,Yucca Drive 576401,True,2025-11-05 20:33:52,,True,2025-11-05 20:33:52,2025-11-05 20:33:52,False,,,False,,,False,,,False,,,False,,
9aa7de59-4594-43d2-9c75-ed90414e0915,9aa7de59-4594-43d2-9c75-ed90414e0915,Zinsle Flats 201380,True,2025-11-06 21:13:05,,True,2025-11-06 21:13:06,2025-11-06 21:13:06,False,,,False,,,False,,,False,,,False,,
9a8c0b5c-6514-45b8-b50c-7e8fece1c871,9a8c0b5c-6514-45b8-b50c-7e8fece1c871,caddy shak 790243,True,2025-09-30 16:57:16,,True,2025-09-30 16:57:16,2025-09-30 16:57:16,False,,,False,,,False,,,False,,,False,,
81b59adc-f1be-4d03-b68f-52dd31fc1477,81b59adc-f1be-4d03-b68f-52dd31fc1477,dropr 800502,True,2025-11-13 20:41:57,,True,2025-11-13 20:41:57,2025-11-13 20:41:57,False,,,False,,,False,,,False,,,False,,
eff687a4-ee20-46f7-87d7-06570bd42d3d,eff687a4-ee20-46f7-87d7-06570bd42d3d,eaves Fairfax Towers,True,2025-10-29 15:35:52,,True,2025-10-29 16:05:31,2025-10-29 16:05:31,False,,,False,,,False,,,False,,,False,,
