snappt_property_id_c,reverse_etl_id_c,name,fraud_detection_enabled_c,fraud_detection_start_date_c,fraud_detection_updated_date_c,income_verification_enabled_c,income_verification_start_date_c,income_verification_updated_date_c,id_verification_enabled_c,id_verification_start_date_c,id_verification_updated_date_c,idv_only_enabled_c,idv_only_start_date_c,idv_only_updated_date_c,connected_payroll_enabled_c,connected_payroll_start_date_c,connected_payroll_updated_date_c,bank_linking_enabled_c,bank_linking_start_date_c,bank_linking_updated_date_c,verification_of_rent_enabled_c,vor_start_date_c,vor_updated_date_c
aaae1457-7cfa-4e6d-9cf0-faa1bdbed3ec,aaae1457-7cfa-4e6d-9cf0-faa1bdbed3ec,Elliott MHP Lot 9 717416,True,2025-10-14 14:24:00,,True,2025-10-14 14:24:00,2025-10-14 14:24:00,False,,,False,,,False,,,False,,,False,,
cd61af68-f7d5-4da0-a2cb-47929309a71e,cd61af68-f7d5-4da0-a2cb-47929309a71e,Erie 292672,True,2025-11-11 08:28:37,,True,2025-11-11 08:28:37,2025-11-11 08:28:37,False,,,False,,,False,,,False,,,False,,
b1e58eb7-a0d6-4ad1-9626-43bbc1b699f1,b1e58eb7-a0d6-4ad1-9626-43bbc1b699f1,Erwin 202155,True,2025-10-08 21:56:31,,True,2025-10-08 21:56:31,2025-10-08 21:56:31,False,,,False,,,False,,,False,,,False,,
8792f942-1dc4-4f57-bcd1-7ffb895279b8,8792f942-1dc4-4f57-bcd1-7ffb895279b8,Eugene 679519,True,2025-11-02 22:41:54,,True,2025-11-02 22:41:54,2025-11-02 22:41:54,False,,,False,,,False,,,False,,,False,,
fac0e96c-e452-4578-b804-bc29cca6611d,fac0e96c-e452-4578-b804-bc29cca6611d,F-12 A 357511,True,2025-10-01 01:40:45,,True,2025-10-01 01:40:46,2025-10-01 01:40:46,False,,,False,,,False,,,False,,,False,,
d29baf02-daaa-4b1e-8d9d-bc09bc09701f,d29baf02-daaa-4b1e-8d9d-bc09bc09701f,Fairbanks Apartments 755064,True,2025-09-30 12:12:20,,True,2025-09-30 12:12:20,2025-09-30 12:12:20,False,,,False,,,False,,,False,,,False,,
cb707ef2-d273-474b-9ecb-6055a6888b1f,cb707ef2-d273-474b-9ecb-6055a6888b1f,Fairfax Crossing 797141,True,2025-10-30 05:38:28,,True,2025-10-30 05:38:29,2025-10-30 05:38:29,False,,,False,,,False,,,False,,,False,,
9797148b-1e34-4592-a61b-3c0865a64ce8,9797148b-1e34-4592-a61b-3c0865a64ce8,Fairview 749852,True,2025-10-04 12:34:00,,True,2025-10-04 12:34:00,2025-10-04 12:34:00,False,,,False,,,False,,,False,,,False,,
a7d37134-7f8b-43f7-9fd9-301f22cc41e2,a7d37134-7f8b-43f7-9fd9-301f22cc41e2,Farley Drive Unit B e74ccb43-1b61-43d7-adf7-62d6f639451c,True,2025-09-13 17:12:24,,True,2025-09-13 17:12:25,2025-09-13 17:12:25,False,,,False,,,False,,,False,,,False,,
fed0d1a8-4eec-4d30-9081-9961b2a7f736,fed0d1a8-4eec-4d30-9081-9961b2a7f736,Farm House 796798,True,2025-10-28 23:46:57,,True,2025-10-28 23:46:57,2025-10-28 23:46:57,False,,,False,,,False,,,False,,,False,,
