snappt_property_id_c,reverse_etl_id_c,name,fraud_detection_enabled_c,fraud_detection_start_date_c,fraud_detection_updated_date_c,income_verification_enabled_c,income_verification_start_date_c,income_verification_updated_date_c,id_verification_enabled_c,id_verification_start_date_c,id_verification_updated_date_c,idv_only_enabled_c,idv_only_start_date_c,idv_only_updated_date_c,connected_payroll_enabled_c,connected_payroll_start_date_c,connected_payroll_updated_date_c,bank_linking_enabled_c,bank_linking_start_date_c,bank_linking_updated_date_c,verification_of_rent_enabled_c,vor_start_date_c,vor_updated_date_c
76026389-8fe2-4ab9-9997-6fbdce47791b,76026389-8fe2-4ab9-9997-6fbdce47791b,Balus House 789206,True,2025-09-29 16:12:50,,True,2025-09-29 16:12:50,2025-09-29 16:12:50,False,,,False,,,False,,,False,,,False,,
8b3ca429-5738-450a-8ab3-41fc80dbaff9,8b3ca429-5738-450a-8ab3-41fc80dbaff9,Bank 334398,True,2025-10-07 12:54:58,,True,2025-10-07 12:54:58,2025-10-07 12:54:58,False,,,False,,,False,,,False,,,False,,
d33337e0-d5c8-4495-8cb4-cfc102f920e4,d33337e0-d5c8-4495-8cb4-cfc102f920e4,Baringer Manor 139474,True,2025-11-06 18:47:32,,True,2025-11-06 18:47:33,2025-11-06 18:47:33,False,,,False,,,False,,,False,,,False,,
6ba22d37-a361-406c-92bd-492e251355f2,6ba22d37-a361-406c-92bd-492e251355f2,Belcrest 207739,True,2025-10-20 22:22:10,,True,2025-10-20 22:22:11,2025-10-20 22:22:11,False,,,False,,,False,,,False,,,False,,
f0d830ba-d39c-48a9-9204-30ac2dcdf288,f0d830ba-d39c-48a9-9204-30ac2dcdf288,Bell Top Apartments 90f5e3e9-c501-43bc-b284-4ea5730d88d7,True,2025-09-12 14:40:17,,True,2025-09-12 14:40:17,2025-09-12 14:40:17,False,,,False,,,False,,,False,,,False,,
d884c4c2-f9eb-4f38-9fd6-bc1abfc3451f,d884c4c2-f9eb-4f38-9fd6-bc1abfc3451f,Berkeley 736299,True,2025-10-02 16:28:51,,True,2025-10-02 16:28:51,2025-10-02 16:28:51,False,,,False,,,False,,,False,,,False,,
7149ca98-a9b7-4c88-9e3a-ba9943d45d33,7149ca98-a9b7-4c88-9e3a-ba9943d45d33,Berryhill - BERY,True,2025-10-30 15:15:18,,False,,,False,,,False,,,False,,,False,,,False,,
b06ed951-cd40-4c22-b0b1-45f7018540f1,b06ed951-cd40-4c22-b0b1-45f7018540f1,Beverly Drive 170066,True,2025-11-04 14:43:56,,True,2025-11-04 14:43:56,2025-11-04 14:43:56,False,,,False,,,False,,,False,,,False,,
9b086438-920b-4c21-b142-5b0a5325b0ef,9b086438-920b-4c21-b142-5b0a5325b0ef,Big Horn Dr 576257,True,2025-10-16 14:34:48,,True,2025-10-16 14:34:48,2025-10-16 14:34:48,False,,,False,,,False,,,False,,,False,,
769c7e3f-d617-4f54-82a6-44a1494e8d88,769c7e3f-d617-4f54-82a6-44a1494e8d88,Big andf Charming Montgomery Village Townhouse 794906,True,2025-10-20 01:05:21,,True,2025-10-20 01:05:21,2025-10-20 01:05:21,False,,,False,,,False,,,False,,,False,,
808c2c68-48ee-4d4d-b984-f900043d5550,808c2c68-48ee-4d4d-b984-f900043d5550,Birch Crossing 794463,True,2025-10-17 07:53:08,,True,2025-10-17 07:53:09,2025-10-17 07:53:09,False,,,False,,,False,,,False,,,False,,
96996aaf-a113-49e1-8ff2-a9219deb1968,96996aaf-a113-49e1-8ff2-a9219deb1968,Biuenas On University 799791,True,2025-11-10 19:09:41,,True,2025-11-10 19:09:41,2025-11-10 19:09:41,False,,,False,,,False,,,False,,,False,,
e856f6c6-94fa-4040-a6cc-7a58d53e66d3,e856f6c6-94fa-4040-a6cc-7a58d53e66d3,Black Water Ct 784607,True,2025-09-22 21:56:31,,True,2025-09-22 21:56:32,2025-09-22 21:56:32,False,,,False,,,False,,,False,,,False,,
3538934f-6357-4f75-8f69-74492b4eab26,3538934f-6357-4f75-8f69-74492b4eab26,Blue House 801559,False,,,False,,,False,,,False,,,False,,,False,,,False,,
c6be360d-b4fd-4211-8b39-03273ef9fdc7,c6be360d-b4fd-4211-8b39-03273ef9fdc7,Bluebonnet 796154,True,2025-11-16 21:24:39,,True,2025-11-16 21:24:39,2025-11-16 21:24:39,False,,,False,,,False,,,False,,,False,,
