snappt_property_id_c,reverse_etl_id_c,name,fraud_detection_enabled_c,fraud_detection_start_date_c,fraud_detection_updated_date_c,income_verification_enabled_c,income_verification_start_date_c,income_verification_updated_date_c,id_verification_enabled_c,id_verification_start_date_c,id_verification_updated_date_c,idv_only_enabled_c,idv_only_start_date_c,idv_only_updated_date_c,connected_payroll_enabled_c,connected_payroll_start_date_c,connected_payroll_updated_date_c,bank_linking_enabled_c,bank_linking_start_date_c,bank_linking_updated_date_c,verification_of_rent_enabled_c,vor_start_date_c,vor_updated_date_c
c801637b-0d0b-4f0f-bb59-c0a92fcbd9a3,c801637b-0d0b-4f0f-bb59-c0a92fcbd9a3,1115 Perry Ave 542698,True,2025-11-03 13:53:24,,True,2025-11-03 13:53:25,2025-11-03 13:53:25,False,,,False,,,False,,,False,,,False,,
03263126-662e-4a1a-aa94-4e8f1b713a1c,03263126-662e-4a1a-aa94-4e8f1b713a1c,1116 Scott St 786985,True,2025-09-27 20:24:50,,True,2025-09-27 20:24:50,2025-09-27 20:24:50,False,,,False,,,False,,,False,,,False,,
8f4792b5-0ea2-4d7f-8b37-826df0f2bb34,8f4792b5-0ea2-4d7f-8b37-826df0f2bb34,1117 Fairway Ln 342399,True,2025-10-23 13:16:47,,True,2025-10-23 13:16:48,2025-10-23 13:16:48,False,,,False,,,False,,,False,,,False,,
00da1a62-0f92-4245-b231-2e7d4a590873,00da1a62-0f92-4245-b231-2e7d4a590873,1119 Fisher St 791375,True,2025-10-06 13:16:47,,True,2025-10-06 13:16:48,2025-10-06 13:16:48,False,,,False,,,False,,,False,,,False,,
e4dcaff7-370a-4d82-82d9-6d3c908eceb0,e4dcaff7-370a-4d82-82d9-6d3c908eceb0,1127 Eager Dr 758319,True,2025-09-22 15:38:20,,True,2025-09-22 15:38:20,2025-09-22 15:38:20,False,,,False,,,False,,,False,,,False,,
360c08ef-9cc4-497d-80cd-967a131b47e5,360c08ef-9cc4-497d-80cd-967a131b47e5,113 Hope Dr 673624,True,2025-10-02 19:03:52,,True,2025-10-02 19:03:52,2025-10-02 19:03:52,False,,,False,,,False,,,False,,,False,,
efa46d4a-5010-4dfb-af2a-958d106b4734,efa46d4a-5010-4dfb-af2a-958d106b4734,113 S 9th 564234,True,2025-10-25 19:10:18,,True,2025-10-25 19:10:18,2025-10-25 19:10:18,False,,,False,,,False,,,False,,,False,,
693953ce-40bf-4f4d-b2ee-db6927a4d5ee,693953ce-40bf-4f4d-b2ee-db6927a4d5ee,1130 Lombard Drive be8cfd16-3148-44ee-bdb5-4be588026a18,True,2025-09-16 18:22:53,,True,2025-09-16 18:22:53,2025-09-16 18:22:53,False,,,False,,,False,,,False,,,False,,
8c722444-9ed0-4147-a381-ba47af34d312,8c722444-9ed0-4147-a381-ba47af34d312,1132 N Highland 679155,True,2025-10-12 19:00:23,,True,2025-10-12 19:00:24,2025-10-12 19:00:24,False,,,False,,,False,,,False,,,False,,
c44f923e-235c-4ad6-85e9-0e96fae08b5f,c44f923e-235c-4ad6-85e9-0e96fae08b5f,114 Riverside On The Delaware 558821,True,2025-10-08 17:16:10,,True,2025-10-08 17:16:10,2025-10-08 17:16:10,False,,,False,,,False,,,False,,,False,,
8caf5a83-6c77-49ca-a041-6d28a5c21f29,8caf5a83-6c77-49ca-a041-6d28a5c21f29,115 Donley Drive 18,True,2025-10-06 15:59:17,,False,,,False,,,False,,,False,,,False,,,False,,
e85d8c8a-1485-45f1-86ed-4b5e775959e8,e85d8c8a-1485-45f1-86ed-4b5e775959e8,115 N Franklin St 729750,True,2025-10-03 16:29:18,,True,2025-10-03 16:29:19,2025-10-03 16:29:19,False,,,False,,,False,,,False,,,False,,
3f5f369c-cba8-4306-be78-1950fe5283af,3f5f369c-cba8-4306-be78-1950fe5283af,1150 SE Polk Cir 790576,True,2025-10-13 01:09:56,,True,2025-10-13 01:09:56,2025-10-13 01:09:56,False,,,False,,,False,,,False,,,False,,
78ad5d25-697b-4331-a891-51913242f0f9,78ad5d25-697b-4331-a891-51913242f0f9,"11504 East Blvd Cleveland, Ohio 44105 788826",True,2025-10-31 19:01:14,,True,2025-10-31 19:01:14,2025-10-31 19:01:14,False,,,False,,,False,,,False,,,False,,
65d7f268-292f-411d-9e6f-b58fd3e0dbb3,65d7f268-292f-411d-9e6f-b58fd3e0dbb3,1156 Dewey Ave 215039,True,2025-10-09 21:51:39,,True,2025-10-09 21:51:39,2025-10-09 21:51:39,False,,,False,,,False,,,False,,,False,,
fffcff4d-caf7-49eb-a5a8-d94c124153d6,fffcff4d-caf7-49eb-a5a8-d94c124153d6,1159 Halloran 560538,True,2025-10-06 14:35:18,,True,2025-10-06 14:35:18,2025-10-06 14:35:18,False,,,False,,,False,,,False,,,False,,
f6718869-d3c1-4e44-b451-62e7064c5378,f6718869-d3c1-4e44-b451-62e7064c5378,116 Faith Drive 590691,True,2025-11-06 01:31:15,,True,2025-11-06 01:31:16,2025-11-06 01:31:16,False,,,False,,,False,,,False,,,False,,
3e918cc4-9b09-4f63-9519-a27a01d93e64,3e918cc4-9b09-4f63-9519-a27a01d93e64,117 N Grant 180927,True,2025-10-02 00:58:39,,True,2025-10-02 00:58:39,2025-10-02 00:58:39,False,,,False,,,False,,,False,,,False,,
5d4fbd4f-09f8-44b5-9ec0-9ae3075ba020,5d4fbd4f-09f8-44b5-9ec0-9ae3075ba020,1175 W. 3rd St. 220902,True,2025-09-28 18:16:31,,True,2025-09-28 18:16:31,2025-09-28 18:16:31,False,,,False,,,False,,,False,,,False,,
5dd36603-9430-43b0-a69f-8af963e1f397,5dd36603-9430-43b0-a69f-8af963e1f397,12 Echodale 790813,True,2025-10-31 21:02:19,,True,2025-10-31 21:02:19,2025-10-31 21:02:19,False,,,False,,,False,,,False,,,False,,
0f25cb7c-5505-43b3-ad71-382896563102,0f25cb7c-5505-43b3-ad71-382896563102,12 Fieldstone Drive 780924,True,2025-10-21 14:20:43,,True,2025-10-21 14:20:43,2025-10-21 14:20:43,False,,,False,,,False,,,False,,,False,,
1cd2842e-b59c-4ff7-b2b5-8b89b1ada9ab,1cd2842e-b59c-4ff7-b2b5-8b89b1ada9ab,1204 Mableton 9f26dd0f-78d3-4afe-84e1-4cb2654814e0,True,2025-09-12 00:32:33,,True,2025-09-12 00:32:33,2025-09-12 00:32:33,False,,,False,,,False,,,False,,,False,,
a726281d-7708-4b73-93c0-bd269404a1ec,a726281d-7708-4b73-93c0-bd269404a1ec,1208 31st St SW Birmingham AL 796831,True,2025-11-14 16:54:06,,True,2025-11-14 16:54:07,2025-11-14 16:54:07,False,,,False,,,False,,,False,,,False,,
2f0ee6fb-8ff7-4b0a-aa11-4c2541b9f197,2f0ee6fb-8ff7-4b0a-aa11-4c2541b9f197,121 W First 719357,True,2025-10-02 22:50:46,,True,2025-10-02 22:50:46,2025-10-02 22:50:46,False,,,False,,,False,,,False,,,False,,
