address_city_s,address_postal_code_s,address_state_code_s,address_street_s,bank_statement_c,company_id_c,company_name_c,company_short_id_c,created_date,email_c,entity_name_c,identity_verification_enabled_c,last_modified_date,name,not_orphan_record_c,paystub_c,phone_c,phone_is_required_c,reverse_etl_id_c,short_id_c,snappt_property_id_c,status_c,trigger_rollups_c,unit_c,unit_is_required_c
Durham,27705,NC,730 Rutherford St,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:18,avalondurham@avalonbay.com,NC004,False,2025-10-29 15:35:18,Avalon Durham,False,2,9198991260,True,fb8bf5e2-95eb-40a9-9395-6d199554b976,pZyTz7wHBu,fb8bf5e2-95eb-40a9-9395-6d199554b976,ACTIVE,True,336,True
Charlotte,28203,NC,1932 Hawkins Street,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:17,AvalonHawk@avalonbay.com,NC003,False,2025-10-29 15:35:17,Avalon Hawk,False,2,9802435844,True,81897184-c401-4e42-86da-5cd67c2e1dca,0kpcUbMBuY,81897184-c401-4e42-86da-5cd67c2e1dca,ACTIVE,True,71,True
Charlotte,28203,NC,2250 Hawkins Street,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:16,AvalonSouthEnd@avalonbay.com,NC001,False,2025-10-29 15:35:16,Avalon South End,False,2,7044136424,True,e1dbfe73-4c13-4a0e-b050-522b300a96ef,wZCNWIK8zk,e1dbfe73-4c13-4a0e-b050-522b300a96ef,ACTIVE,True,265,True
Cambridge,02141,MA,2 Leighton Street,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:15,avanorthpoint@avaapartments.com,MA502,False,2025-10-29 15:35:15,AVA North Point,False,2,6179451637,True,7bf4d487-6f66-4ad2-bd3d-919e27ab4170,V3gKOOEKvK,7bf4d487-6f66-4ad2-bd3d-919e27ab4170,ACTIVE,True,265,True
Milford,01757,MA,17 Birch Street,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:14,MilfordResidents@kansoliving.com,MA063,False,2025-10-29 15:35:14,Kanso Milford,False,2,8337600672,True,5ddb5c71-5bb4-461d-8885-34f5dc13e544,Jxq9oyAZZS,5ddb5c71-5bb4-461d-8885-34f5dc13e544,ACTIVE,True,162,True
Boston,02135,MA,139 Washington Street,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:14,avalonbrighton@avalonbay.com,MA062,False,2025-10-29 15:35:14,Avalon Brighton,False,2,7745003440,True,126d4ad2-df58-459a-9e26-ece0485f1c8a,zSNIVcF5Pl,126d4ad2-df58-459a-9e26-ece0485f1c8a,ACTIVE,True,180,True
North Andover,01845,MA,88 High Street,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:13,AvalonNorthAndover@avalonbay.com,MA061,False,2025-10-29 15:35:13,Avalon North Andover,False,2,9783545900,True,8b4817bb-adbd-47db-b60d-75a8a4fb116a,gYrofI2t5h,8b4817bb-adbd-47db-b60d-75a8a4fb116a,ACTIVE,True,221,True
Norwood,02062,MA,155 Lenox St,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:11,AvalonNorwood@avalonbay.com,MA057,False,2025-10-29 15:35:11,Avalon Norwood,False,2,7813556740,True,c633b3eb-2eba-4e62-a6c4-62e31711bcbc,q3Bo5UVYRx,c633b3eb-2eba-4e62-a6c4-62e31711bcbc,ACTIVE,True,198,True
Sudbury,01776,MA,200 Bay Drive,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:10,AvalonSudbury@avalonbay.com,MA054,False,2025-10-29 15:35:10,Avalon Sudbury,False,2,9782917373,True,ba3523cb-3f3a-4e82-8fff-bc0677089751,rFCKoou2sB,ba3523cb-3f3a-4e82-8fff-bc0677089751,ACTIVE,True,250,True
Saugus,01906,MA,861 Broadway,2,e941b225-8fb5-479c-a5d4-fc23692ccb1c,AvalonBay Communities,2ThHFslqV4,2025-10-29 15:35:10,avalonsaugus@avalonbay.com,MA055,False,2025-10-29 15:35:10,Avalon Saugus,False,2,7815589058,True,cc18f748-2ccc-4a33-ab1c-ca4030df1d62,cURuBmM6JF,cc18f748-2ccc-4a33-ab1c-ca4030df1d62,ACTIVE,True,280,True
